updated;country;cases;todayCases;deaths;todayDeaths;recovered;todayRecovered;active;critical;casesPerOneMillion;deathsPerOneMillion;tests;testsPerOneMillion;population;continent;oneCasePerPeople;oneDeathPerPeople;oneTestPerPeople;activePerOneMillion;recoveredPerOneMillion;criticalPerOneMillion
1,77602E+12;Solomon Islands;25954;0;199;0;0;0;25755;0;35989;276;0;0;721159;Australia-Oceania;28;3624;0;35713,34;0;0
1,77602E+12;Somalia;27334;0;1361;0;13182;0;12791;0;1623;81;400466;23778;16841795;Africa;616;12375;42;759,48;782,7;0
1,77602E+12;South Africa;4076463;0;102595;0;3912506;0;61362;192;67095;1689;26795090;441027;60756135;Africa;15;592;2;1009,97;64396,89;3,16
1,77602E+12;South Sudan;18819;0;147;0;18115;0;557;1;1620;13;410280;35313;11618511;Africa;617;79037;28;47,94;1559,15;0,09
1,77602E+12;Spain;13914811;0;121760;0;13762417;0;30634;231;297840;2606;471036328;10082298;46719142;Europe;3;384;0;655,71;294577,69;4,94
1,77602E+12;Sri Lanka;672754;0;16897;0;655852;0;5;0;31181;783;6486117;300619;21575842;Asia;32;1277;3;0,23;30397,52;0
1,77602E+12;St. Barth;5507;0;6;0;0;0;5501;0;553746;603;78646;7908095;9945;North America;2;1658;0;553142,28;0;0
1,77602E+12;Sudan;63993;0;5046;0;58947;0;0;0;1391;110;562941;12240;45992020;Africa;719;9115;82;0;1281,68;0
1,77602E+12;Suriname;82588;0;1408;0;0;0;81180;0;138378;2359;242207;405822;596831;South America;7;424;2;136018,4;0;0
1,77602E+12;Swaziland;75191;0;1427;0;73116;0;648;0;63462;1204;1048704;885119;1184817;Africa;16;830;1;546,92;61710,8;0
1,77602E+12;Sweden;2754129;0;27407;0;2726492;20;230;0;269511;2682;19500873;1908301;10218971;Europe;4;373;1;22,51;266806,9;0
1,77602E+12;Switzerland;4453053;0;14452;0;4438309;0;292;0;507549;1647;23833472;2716487;8773637;Europe;2;607;0;33,28;505868,77;0
1,77602E+12;Syrian Arab Republic;57743;0;3165;0;54578;0;0;0;2982;163;146269;7553;19364809;Asia;335;6118;132;0;2818,41;0
1,77602E+12;Taiwan;10241523;0;19005;0;10222518;0;0;0;428720;796;30742304;1286903;23888595;Asia;2;1257;1;0;427924,62;0
1,77602E+12;Tajikistan;17786;0;125;0;17264;0;397;0;1786;13;0;0;9957464;Asia;560;79660;0;39,87;1733,77;0
1,77602E+12;Tanzania;43223;0;846;0;0;0;42377;0;683;13;0;0;63298550;Africa;1464;74821;0;669,48;0;0
1,77602E+12;Thailand;4770149;0;34586;0;4692636;0;42927;0;68069;494;17273454;246488;70078203;Asia;15;2026;4;612,56;66962,85;0
1,77602E+12;Timor-Leste;23460;0;138;0;23102;0;220;0;17131;101;278529;203391;1369429;Asia;58;9923;5;160,65;16869,8;0
1,77602E+12;Togo;39572;0;290;0;39281;0;1;0;4559;33;815204;93908;8680837;Africa;219;29934;11;0,12;4525,02;0
1,77602E+12;Tokelau;80;0;0;0;0;0;80;0;58055;0;0;0;1378;Australia-Oceania;17;0;0;58055,15;0;0
1,77602E+12;Tonga;16950;0;13;0;15638;0;1299;0;157310;121;535009;4965327;107749;Australia-Oceania;6;8288;0;12055,8;145133,6;0
1,77602E+12;Trinidad and Tobago;191496;0;4390;0;187078;0;28;0;136143;3121;913289;649295;1406585;North America;7;320;2;19,91;133001,56;0
1,77602E+12;Tunisia;1153361;0;29423;0;0;0;1123938;0;95741;2442;5013383;416164;12046656;Africa;10;409;2;93298,75;0;0
1,77602E+12;Turkey;17232066;0;102174;0;0;0;17129892;0;201399;1194;162743369;1902052;85561976;Asia;5;837;1;200204,49;0;0
1,77602E+12;Turks and Caicos Islands;6752;0;40;0;6709;0;3;4;169900;1007;616788;15520193;39741;North America;6;994;0;75,49;168818,1;100,65
1,77602E+12;Tuvalu;2943;0;1;0;0;0;2942;0;243909;83;0;0;12066;Australia-Oceania;4;12066;0;243825,63;0;0
1,77602E+12;UAE;1067030;0;2349;0;0;0;1064681;0;105837;233;200732262;19910389;10081785;Asia;9;4292;0;105604,41;0;0
1,77602E+12;UK;24910387;0;232112;0;24678275;0;0;0;363666;3389;522526476;7628357;68497907;Europe;3;295;0;0;360277,8;0
1,77602E+12;USA;111820082;0;1219487;0;109814428;0;786167;940;333985;3642;1186851502;3544901;334805269;North America;3;275;0;2348,13;327994,92;2,81
1,77602E+12;Uganda;172149;0;3632;0;100431;0;68086;0;3554;75;3012408;62198;48432863;Africa;281;13335;16;1405,78;2073,61;0
1,77602E+12;Ukraine;5557995;0;112418;0;5445577;0;0;0;128681;2603;32603805;754855;43192122;Europe;8;384;1;0;126078,01;0
1,77602E+12;Uruguay;1041111;0;7664;0;1030944;0;2503;18;297799;2192;6114822;1749083;3496016;South America;3;456;1;715,96;294891,1;5,15
1,77602E+12;Uzbekistan;253662;0;1637;0;241486;0;10539;23;7378;48;1377915;40077;34382084;Asia;136;21003;25;306,53;7023,6;0,67
1,77602E+12;Vanuatu;12019;0;14;0;11976;0;29;0;37346;44;24976;77606;321832;Australia-Oceania;27;22988;13;90,11;37211,96;0
1,77602E+12;Venezuela;552695;0;5856;0;546537;0;302;31;18885;200;3359014;114771;29266991;South America;53;4998;9;10,32;18674,18;1,06
1,77602E+12;Vietnam;11625195;0;43206;0;10640971;0;941018;0;117481;437;85826548;867342;98953541;Asia;9;2290;1;9509,7;107535,02;0
1,77602E+12;Wallis and Futuna;3550;0;8;0;438;0;3104;0;323256;728;20508;1867419;10982;Australia-Oceania;3;1373;1;282644,33;39883,45;0
1,77602E+12;Western Sahara;10;0;1;0;9;0;0;0;16;2;0;0;626161;Africa;62616;626161;0;0;14,37;0
1,77602E+12;Yemen;11945;0;2159;0;9124;0;662;0;383;69;329592;10579;31154867;Asia;2608;14430;95;21,25;292,86;0
1,77602E+12;Zambia;349304;0;4069;0;341316;0;3919;0;17940;209;4112961;211244;19470234;Africa;56;4785;5;201,28;17530,14;0
1,77602E+12;Zimbabwe;266359;0;5740;0;258888;0;1731;12;17373;374;2525756;164744;15331428;Africa;58;2671;6;112,91;16886,1;0,78
